9,1,2001-10-16,south Moravia
19,2,2001-03-13,east Bohemia
41,3,1998-09-03,west Bohemia
42,4,2001-11-26,north Moravia
51,5,1998-04-24,north Bohemia
56,7,2001-06-11,south Bohemia
60,8,2001-05-20,north Moravia
76,9,2000-10-25,north Bohemia
77,10,1999-12-07,Prague
79,11,2000-10-25,north Bohemia
83,12,1999-09-11,Prague
87,13,1997-06-29,north Moravia
112,14,1999-02-17,Prague
114,15,1998-03-05,north Moravia
116,16,2001-06-23,north Moravia
127,17,2001-06-07,south Bohemia
128,18,1998-08-25,south Moravia
130,19,2000-09-09,south Moravia
131,20,2001-12-02,south Moravia
132,21,2001-02-26,north Bohemia
138,22,2000-01-11,south Moravia
146,23,2001-10-03,west Bohemia
153,24,1999-08-05,central Bohemia
158,25,2000-12-06,north Bohemia
161,26,2001-09-14,north Bohemia
167,27,2001-11-15,north Bohemia
174,28,2001-01-22,central Bohemia
192,29,2001-08-20,north Moravia
202,30,2000-10-01,west Bohemia
208,31,2001-10-21,central Bohemia
219,32,2001-08-06,south Moravia
221,33,2000-12-03,south Bohemia
225,34,2001-03-20,north Bohemia
231,35,2001-10-07,north Bohemia
236,36,2001-09-28,north Moravia
238,37,1999-04-20,central Bohemia
242,38,1999-08-31,south Bohemia
254,39,2001-07-14,west Bohemia
255,40,1999-10-13,west Bohemia
256,41,2000-08-31,north Moravia
264,42,2001-07-28,west Bohemia
267,43,2000-08-29,north Bohemia
268,44,1999-05-17,north Bohemia
272,45,2000-12-05,north Moravia
273,46,2001-11-10,west Bohemia
280,47,2001-08-13,east Bohemia
295,48,2001-03-10,central Bohemia
305,49,2000-10-03,east Bohemia
309,50,2000-05-28,north Bohemia
321,51,2000-11-21,east Bohemia
326,52,2001-04-10,west Bohemia
333,53,2001-10-13,north Bohemia
334,54,2000-01-24,north Bohemia
335,55,2001-01-25,north Moravia
339,56,2001-11-22,Prague
347,57,1999-11-09,north Moravia
358,58,2001-03-11,central Bohemia
365,59,2000-10-27,Prague
370,60,2001-10-18,north Moravia
374,61,2001-10-18,west Bohemia
378,63,2001-03-27,east Bohemia
402,64,2001-05-10,central Bohemia
414,65,2001-02-02,east Bohemia
425,66,2001-07-08,west Bohemia
429,67,2001-01-28,east Bohemia
434,68,2001-01-31,north Moravia
438,69,2000-05-17,north Bohemia
439,70,1997-02-08,east Bohemia
441,71,2001-04-11,Prague
447,72,2001-03-09,west Bohemia
451,73,2001-07-21,central Bohemia
453,74,2001-10-18,north Moravia
457,75,2000-07-29,north Moravia
464,76,2001-12-23,west Bohemia
466,77,2001-08-13,Prague
468,78,2001-08-04,north Moravia
469,79,2001-09-02,south Moravia
471,80,2001-06-25,east Bohemia
473,81,2000-12-17,Prague
474,82,2000-05-07,east Bohemia
483,83,2001-01-05,Prague
487,84,1999-06-26,Prague
489,85,1998-12-31,north Bohemia
490,86,2000-11-28,south Moravia
493,87,1999-11-02,north Bohemia
496,88,1999-11-04,north Moravia
497,89,2001-04-22,north Moravia
503,90,2000-06-04,north Moravia
504,91,2000-09-01,north Bohemia
508,92,1998-11-20,south Moravia
510,93,2000-11-09,central Bohemia
513,94,2000-11-06,central Bohemia
519,95,2001-08-01,south Bohemia
528,96,2001-08-26,north Bohemia
531,97,1998-09-19,west Bohemia
537,98,1998-09-06,Prague
548,99,1999-10-09,east Bohemia
562,100,2001-02-21,east Bohemia
566,101,2001-06-19,east Bohemia
575,102,2001-11-12,south Moravia
584,103,1999-08-17,north Bohemia
588,104,1997-01-19,south Moravia
590,105,2000-01-17,east Bohemia
592,106,1999-01-14,west Bohemia
593,107,1998-06-27,south Moravia
597,108,2000-06-25,south Moravia
605,109,2001-04-26,Prague
608,110,2000-05-31,north Moravia
615,111,2001-06-05,north Moravia
626,112,2000-01-19,central Bohemia
629,113,1998-11-16,south Bohemia
638,115,2000-07-30,south Moravia
646,116,2001-10-11,north Bohemia
649,117,1999-11-23,central Bohemia
652,118,1998-10-22,south Moravia
655,119,1999-08-08,north Bohemia
662,120,2000-07-03,central Bohemia
666,121,1999-07-22,west Bohemia
667,122,2000-07-03,west Bohemia
679,123,2001-06-12,central Bohemia
688,124,2000-10-10,Prague
694,125,2001-12-26,west Bohemia
707,126,2001-05-23,Prague
714,127,1999-05-23,west Bohemia
716,128,2001-08-19,Prague
719,129,2001-11-05,east Bohemia
722,130,2000-12-29,south Moravia
725,131,2001-12-08,north Moravia
731,132,2001-02-26,north Moravia
742,133,2000-06-16,Prague
769,134,2001-09-07,north Bohemia
778,136,1998-07-28,central Bohemia
786,137,2000-01-10,south Moravia
791,138,2001-11-02,north Moravia
797,139,2000-07-14,central Bohemia
798,140,2000-08-22,west Bohemia
808,141,2001-09-15,west Bohemia
810,142,2001-07-01,south Moravia
816,143,2001-06-15,south Bohemia
819,145,2000-06-17,north Moravia
822,146,2001-07-23,north Bohemia
826,147,2001-12-13,Prague
834,148,2001-11-22,south Moravia
858,149,2001-01-07,east Bohemia
859,150,1999-03-30,Prague
861,151,2001-09-16,Prague
876,152,1999-09-16,Prague
886,153,2000-10-19,north Bohemia
887,154,2000-12-28,south Moravia
900,155,2000-05-17,north Moravia
906,156,2001-04-07,south Moravia
907,157,1999-04-24,east Bohemia
928,158,2001-10-25,south Moravia
946,159,1998-05-01,south Moravia
954,160,2001-06-17,Prague
963,161,2001-05-25,south Moravia
967,162,1999-12-23,north Moravia
984,163,1999-09-18,south Bohemia
992,164,2001-11-29,south Bohemia
996,165,2001-02-04,Prague
999,166,1998-03-05,north Moravia
1011,167,1998-09-15,south Bohemia
1018,168,1998-01-24,south Moravia
1019,169,2001-08-10,south Bohemia
1020,170,2001-04-16,north Moravia
1027,171,2000-03-05,Prague
1030,172,2001-12-14,Prague
1031,173,2001-06-21,central Bohemia
1039,174,1997-12-04,north Moravia
1040,175,2000-01-03,Prague
1049,176,2001-04-25,Prague
1056,177,2001-11-19,Prague
1057,178,2001-11-21,east Bohemia
1059,179,2001-08-10,west Bohemia
1062,180,2001-09-29,south Bohemia
1066,181,1997-08-19,Prague
1067,182,2000-08-31,Prague
1080,183,1999-05-08,south Moravia
1089,184,2000-06-03,Prague
1098,185,2000-09-07,south Moravia
1133,186,2001-05-12,north Bohemia
1140,187,2000-09-07,south Bohemia
1146,188,1997-06-19,south Moravia
1157,189,2000-02-19,central Bohemia
1165,190,2000-09-23,south Bohemia
1168,191,2001-04-02,south Bohemia
1169,192,2001-06-08,south Bohemia
1179,193,2001-09-21,Prague
1182,194,2000-01-13,south Moravia
1194,195,2000-02-03,south Bohemia
1197,196,2001-12-22,central Bohemia
1202,197,1999-10-21,east Bohemia
1211,198,2001-03-18,Prague
1213,199,2000-02-07,Prague
1220,200,2000-12-09,north Bohemia
1223,201,2001-12-08,south Bohemia
1228,202,1999-02-04,south Bohemia
1231,203,2001-09-16,south Bohemia
1239,204,1999-05-30,central Bohemia
1242,205,2001-11-16,north Moravia
1243,206,2000-09-22,central Bohemia
1244,207,2001-05-25,Prague
1246,208,1998-02-08,north Moravia
1251,209,2001-07-31,Prague
1253,210,2000-02-16,south Bohemia
1271,211,2000-06-10,east Bohemia
1280,212,2001-05-24,north Bohemia
1289,213,2000-06-11,south Moravia
1292,214,2001-01-24,south Bohemia
1296,215,2001-03-02,south Moravia
1310,216,1999-04-24,north Bohemia
1316,217,2001-11-09,north Moravia
1322,218,2001-05-18,central Bohemia
1329,219,2001-12-04,west Bohemia
1333,220,1999-10-13,east Bohemia
1339,221,2001-08-10,west Bohemia
1345,222,2000-06-19,north Bohemia
1353,223,1998-04-18,west Bohemia
1359,225,2001-03-03,Prague
1378,226,2000-04-18,north Moravia
1380,227,1999-08-10,east Bohemia
1382,228,2001-03-15,south Bohemia
1384,229,1999-04-05,north Bohemia
1388,230,2001-10-25,central Bohemia
1390,231,2001-09-29,south Moravia
1396,232,2000-05-01,north Bohemia
1418,233,2001-07-07,north Bohemia
1424,234,2000-09-29,central Bohemia
1438,235,2001-05-02,west Bohemia
1440,236,2001-01-29,Prague
1445,237,2000-11-25,north Moravia
1452,238,2000-08-17,north Moravia
1453,239,2001-08-24,west Bohemia
1459,240,2001-12-23,central Bohemia
1461,241,2000-06-20,west Bohemia
1473,242,2001-09-24,Prague
1478,243,1999-12-13,central Bohemia
1480,244,2001-03-16,north Moravia
1483,245,2001-10-08,Prague
1492,246,2001-02-08,central Bohemia
1500,247,2000-10-08,Prague
1512,248,2001-03-01,central Bohemia
1517,249,2001-02-06,south Moravia
1522,250,2001-06-30,east Bohemia
1525,251,2000-10-23,Prague
1529,252,2000-09-02,east Bohemia
1536,253,2001-11-14,north Bohemia
1578,254,2000-11-11,north Bohemia
1579,255,2001-10-01,west Bohemia
1583,256,2000-05-26,Prague
1589,257,2001-11-20,east Bohemia
1607,258,2000-01-26,central Bohemia
1610,259,2000-09-05,north Moravia
1616,260,2001-07-05,south Moravia
1629,261,1998-11-09,west Bohemia
1647,262,1998-08-24,north Moravia
1668,263,2001-04-17,south Bohemia
1669,264,2001-10-07,east Bohemia
1680,265,1999-06-28,west Bohemia
1690,266,2000-03-04,east Bohemia
1691,267,1999-03-09,south Bohemia
1707,268,2000-12-11,central Bohemia
1718,269,2001-03-22,north Moravia
1736,270,2000-06-17,north Bohemia
1754,272,1999-10-28,south Moravia
1758,273,2000-11-07,north Bohemia
1759,274,2001-01-21,south Moravia
1762,275,2000-05-20,south Moravia
1765,276,2001-03-07,central Bohemia
1777,277,2001-07-12,north Moravia
1779,278,1999-08-15,north Bohemia
1791,279,2000-09-21,central Bohemia
1793,280,2000-06-22,north Bohemia
1795,281,2000-12-22,north Bohemia
1799,282,2000-12-13,north Bohemia
1800,283,2001-02-25,south Moravia
1807,284,2001-05-07,east Bohemia
1811,285,2001-09-10,Prague
1812,286,1999-04-21,north Bohemia
1819,287,2000-06-28,east Bohemia
1826,288,2001-10-10,central Bohemia
1831,289,1999-04-08,east Bohemia
1833,290,2001-03-24,west Bohemia
1836,291,2001-09-29,north Bohemia
1842,292,2000-01-18,central Bohemia
1850,293,2000-02-17,east Bohemia
1861,294,1999-12-04,west Bohemia
1864,295,2001-10-26,west Bohemia
1876,296,1998-11-13,Prague
1883,297,2000-06-15,south Bohemia
1885,298,2000-01-17,east Bohemia
1886,299,2001-10-25,north Bohemia
1890,300,1999-11-20,south Bohemia
1899,301,2001-07-07,central Bohemia
1900,302,1999-03-31,west Bohemia
1912,303,1999-08-01,south Moravia
1913,304,2001-01-06,north Moravia
1914,305,2000-05-23,north Bohemia
1929,306,2001-12-11,south Moravia
1930,307,2001-09-05,north Bohemia
1938,308,2001-07-30,south Moravia
1946,309,1997-09-19,north Moravia
1947,310,2001-12-23,west Bohemia
1954,311,2000-07-01,north Moravia
1971,312,1999-06-08,central Bohemia
1980,313,1999-06-17,north Moravia
1999,314,1998-01-27,north Moravia
2005,315,2001-03-24,west Bohemia
2013,316,2000-06-17,Prague
2015,317,2001-06-10,Prague
2038,319,2001-08-02,Prague
2045,320,1999-07-11,west Bohemia
2058,321,2001-08-16,north Moravia
2063,322,2001-12-28,north Moravia
2065,323,2001-07-24,south Moravia
2074,324,2000-02-19,west Bohemia
2102,325,2000-01-12,east Bohemia
2104,326,2000-12-14,north Bohemia
2117,327,2000-10-03,south Moravia
2121,328,2001-09-12,south Moravia
2122,329,2000-11-19,Prague
2124,330,2001-04-11,north Moravia
2125,331,2001-05-01,north Moravia
2126,332,2001-06-19,east Bohemia
2128,333,2001-11-04,north Bohemia
2133,334,2001-03-13,south Moravia
2137,335,2001-09-25,north Moravia
2138,336,2001-10-09,north Moravia
2141,337,1999-01-01,west Bohemia
2146,338,2001-04-16,south Moravia
2154,339,2001-10-19,south Moravia
2155,340,2001-01-25,south Bohemia
2156,341,2001-12-06,north Bohemia
2157,342,1998-09-27,central Bohemia
2164,343,2000-09-21,east Bohemia
2168,344,2001-07-27,east Bohemia
2175,345,2001-11-07,south Moravia
2177,346,2001-08-14,west Bohemia
2184,347,2000-02-11,west Bohemia
2203,348,2001-02-02,central Bohemia
2214,349,2000-05-26,central Bohemia
2226,350,2000-04-20,north Moravia
2232,351,2001-11-01,north Bohemia
2235,352,2001-09-11,south Bohemia
2259,353,2000-06-11,south Bohemia
2265,354,2001-06-30,east Bohemia
2267,355,2000-08-28,Prague
2268,356,2000-09-13,central Bohemia
2277,357,2001-09-29,Prague
2287,358,2001-05-23,east Bohemia
2299,359,2000-10-29,central Bohemia
2308,360,2001-02-24,west Bohemia
2312,361,2001-09-23,central Bohemia
2320,362,2001-06-21,south Moravia
2324,363,1999-12-11,west Bohemia
2329,364,1999-02-28,south Bohemia
2332,365,2001-06-23,south Moravia
2335,366,2001-10-09,south Moravia
2343,367,2001-08-27,Prague
2361,368,2001-01-10,central Bohemia
2363,369,1997-11-08,east Bohemia
2374,370,2001-04-03,central Bohemia
2388,371,2001-12-13,east Bohemia
2395,372,1999-03-31,central Bohemia
2401,373,2000-11-18,west Bohemia
2423,374,1999-11-08,east Bohemia
2425,375,2000-05-17,central Bohemia
2428,376,1997-11-10,Prague
2429,377,1997-03-03,north Moravia
2430,378,2001-12-11,central Bohemia
2431,379,1999-01-12,north Moravia
2434,380,2000-12-15,east Bohemia
2440,381,1999-10-27,south Bohemia
2445,382,2000-11-22,south Moravia
2469,383,2000-07-30,south Moravia
2475,384,1997-09-15,east Bohemia
2476,385,2001-10-12,north Moravia
2478,386,2001-08-14,east Bohemia
2481,387,2000-04-18,central Bohemia
2488,388,2001-11-26,central Bohemia
2489,389,2001-09-19,south Moravia
2490,390,1999-10-14,south Moravia
2493,391,2001-02-24,Prague
2496,392,2001-11-22,Prague
2498,393,1998-12-03,north Bohemia
2501,394,2001-10-05,north Moravia
2502,395,2001-08-24,Prague
2508,396,2001-07-26,north Moravia
2513,397,1998-06-24,north Bohemia
2522,398,2001-02-14,north Moravia
2527,399,2000-05-22,east Bohemia
2529,400,2000-04-06,north Moravia
2532,401,2001-01-19,west Bohemia
2536,402,2001-09-03,south Moravia
2538,403,2000-07-12,south Moravia
2540,404,2001-11-12,east Bohemia
2542,405,2001-08-31,central Bohemia
2548,406,2001-08-16,east Bohemia
2555,407,1999-07-11,east Bohemia
2560,408,1999-12-10,north Moravia
2562,409,2001-11-16,east Bohemia
2569,410,1998-07-20,north Moravia
2572,411,2001-07-15,Prague
2585,412,2001-05-09,north Moravia
2592,413,2000-07-20,Prague
2606,414,2001-09-26,west Bohemia
2609,415,2001-05-25,Prague
2616,416,2001-10-01,east Bohemia
2619,417,2001-03-30,south Moravia
2623,418,1998-04-14,south Bohemia
2626,419,2001-02-28,Prague
2644,421,2001-04-27,central Bohemia
2650,422,1998-07-11,north Moravia
2657,423,1999-02-19,north Moravia
2659,424,2001-11-06,east Bohemia
2662,425,2001-09-04,Prague
2686,426,2000-05-09,south Bohemia
2688,427,1999-01-25,south Moravia
2698,428,2000-10-13,west Bohemia
2709,429,2001-11-05,west Bohemia
2713,430,2000-05-26,north Bohemia
2715,431,2000-09-12,central Bohemia
2724,433,1999-12-12,north Bohemia
2739,434,2000-12-30,central Bohemia
2740,435,2001-07-15,north Bohemia
2759,436,2000-10-09,central Bohemia
2762,437,1997-06-01,west Bohemia
2768,438,2000-10-30,Prague
2779,439,2001-07-23,west Bohemia
2782,440,2001-07-07,west Bohemia
2785,441,1999-11-05,west Bohemia
2796,442,2001-12-26,south Bohemia
2808,443,2000-06-29,central Bohemia
2815,444,2001-04-03,north Bohemia
2820,445,2001-11-19,north Moravia
2841,446,2001-06-04,south Bohemia
2845,447,2001-10-07,central Bohemia
2864,448,2001-04-29,east Bohemia
2865,449,2001-10-28,south Bohemia
2880,450,2001-07-07,south Moravia
2888,451,2001-04-16,Prague
2910,452,2001-12-19,north Moravia
2911,453,2001-07-12,east Bohemia
2921,454,2000-08-01,south Moravia
2924,455,2001-11-13,south Bohemia
2929,456,2001-05-16,Prague
2948,457,2001-05-16,east Bohemia
2951,458,2001-05-14,north Moravia
2958,459,2001-02-11,east Bohemia
2971,460,2001-10-05,Prague
2977,461,2001-08-21,north Bohemia
2978,462,1998-12-30,north Bohemia
